,price_type,metric_code,study_number,location_type,adjustment_index,adjusted,sale_type,frequency,date,rand_millions,datetime
4019,Constant prices,D64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,total,MONTHLY,10-2010,2378.6,2010-10-01
4020,Constant prices,A64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,food,MONTHLY,10-2010,1116.8,2010-10-01
4021,Constant prices,B64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,bar,MONTHLY,10-2010,3.8,2010-10-01
4022,Constant prices,C64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,other,MONTHLY,10-2010,0.3,2010-10-01
4023,Constant prices,D64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,total,MONTHLY,10-2010,1120.9,2010-10-01
4024,Constant prices,A64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,food,MONTHLY,10-2010,756.8,2010-10-01
4025,Constant prices,B64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,bar,MONTHLY,10-2010,74.0,2010-10-01
4026,Constant prices,C64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,other,MONTHLY,10-2010,105.9,2010-10-01
4027,Constant prices,D64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,total,MONTHLY,10-2010,936.7,2010-10-01
4028,Constant prices,A64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,food,MONTHLY,10-2010,3787.4,2010-10-01
4029,Constant prices,B64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,bar,MONTHLY,10-2010,376.5,2010-10-01
4030,Constant prices,C64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,other,MONTHLY,10-2010,272.4,2010-10-01
4031,Constant prices,D64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,total,MONTHLY,10-2010,4436.3,2010-10-01
4032,Current prices,A64201,P6420,Restaurants and coffee shops,,Actual figures,food,MONTHLY,11-2010,1435.0,2010-11-01
4033,Current prices,B64201,P6420,Restaurants and coffee shops,,Actual figures,bar,MONTHLY,11-2010,229.8,2010-11-01
4034,Current prices,C64201,P6420,Restaurants and coffee shops,,Actual figures,other,MONTHLY,11-2010,132.1,2010-11-01
4035,Current prices,D64201,P6420,Restaurants and coffee shops,,Actual figures,total,MONTHLY,11-2010,1796.9,2010-11-01
4036,Current prices,A64203,P6420,Take-away and fast food,,Actual figures,food,MONTHLY,11-2010,850.9,2010-11-01
4037,Current prices,B64203,P6420,Take-away and fast food,,Actual figures,bar,MONTHLY,11-2010,3.0,2010-11-01
4038,Current prices,C64203,P6420,Take-away and fast food,,Actual figures,other,MONTHLY,11-2010,0.3,2010-11-01
4039,Current prices,D64203,P6420,Take-away and fast food,,Actual figures,total,MONTHLY,11-2010,854.2,2010-11-01
4040,Current prices,A64209,P6420,Catering,,Actual figures,food,MONTHLY,11-2010,605.4,2010-11-01
4041,Current prices,B64209,P6420,Catering,,Actual figures,bar,MONTHLY,11-2010,57.9,2010-11-01
4042,Current prices,C64209,P6420,Catering,,Actual figures,other,MONTHLY,11-2010,78.8,2010-11-01
4043,Current prices,D64209,P6420,Catering,,Actual figures,total,MONTHLY,11-2010,742.1,2010-11-01
4044,Current prices,A64200,P6420,Total industry,,Actual figures,food,MONTHLY,11-2010,2891.3,2010-11-01
4045,Current prices,B64200,P6420,Total industry,,Actual figures,bar,MONTHLY,11-2010,290.7,2010-11-01
4046,Current prices,C64200,P6420,Total industry,,Actual figures,other,MONTHLY,11-2010,211.2,2010-11-01
4047,Current prices,D64200,P6420,Total industry,,Actual figures,total,MONTHLY,11-2010,3393.2,2010-11-01
4048,Constant prices,A64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,food,MONTHLY,11-2010,1948.0,2010-11-01
4049,Constant prices,B64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,bar,MONTHLY,11-2010,317.1,2010-11-01
4050,Constant prices,C64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,other,MONTHLY,11-2010,179.2,2010-11-01
4051,Constant prices,D64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,total,MONTHLY,11-2010,2444.3,2010-11-01
4052,Constant prices,A64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,food,MONTHLY,11-2010,1155.1,2010-11-01
4053,Constant prices,B64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,bar,MONTHLY,11-2010,4.1,2010-11-01
4054,Constant prices,C64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,other,MONTHLY,11-2010,0.4,2010-11-01
4055,Constant prices,D64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,total,MONTHLY,11-2010,1159.6,2010-11-01
4056,Constant prices,A64209_CON,P6420,Catering,2015 = 100,Actual figures,food,MONTHLY,11-2010,821.8,2010-11-01
4057,Constant prices,B64209_CON,P6420,Catering,2015 = 100,Actual figures,bar,MONTHLY,11-2010,79.9,2010-11-01
4058,Constant prices,C64209_CON,P6420,Catering,2015 = 100,Actual figures,other,MONTHLY,11-2010,106.9,2010-11-01
4059,Constant prices,D64209_CON,P6420,Catering,2015 = 100,Actual figures,total,MONTHLY,11-2010,1008.6,2010-11-01
4060,Constant prices,A64200_CON,P6420,Total industry,2015 = 100,Actual figures,food,MONTHLY,11-2010,3924.9,2010-11-01
4061,Constant prices,B64200_CON,P6420,Total industry,2015 = 100,Actual figures,bar,MONTHLY,11-2010,401.1,2010-11-01
4062,Constant prices,C64200_CON,P6420,Total industry,2015 = 100,Actual figures,other,MONTHLY,11-2010,286.5,2010-11-01
4063,Constant prices,D64200_CON,P6420,Total industry,2015 = 100,Actual figures,total,MONTHLY,11-2010,4612.5,2010-11-01
4064,Current prices,A64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,food,MONTHLY,11-2010,1391.1,2010-11-01
4065,Current prices,B64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,bar,MONTHLY,11-2010,223.9,2010-11-01
4066,Current prices,C64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,other,MONTHLY,11-2010,121.6,2010-11-01
4067,Current prices,D64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,total,MONTHLY,11-2010,1736.6,2010-11-01
4068,Current prices,A64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,food,MONTHLY,11-2010,841.9,2010-11-01
4069,Current prices,B64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,bar,MONTHLY,11-2010,2.9,2010-11-01
4070,Current prices,C64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,other,MONTHLY,11-2010,0.3,2010-11-01
4071,Current prices,D64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,total,MONTHLY,11-2010,845.1,2010-11-01
4072,Current prices,A64209_SEAS,P6420,Catering,,Seasonally adjusted,food,MONTHLY,11-2010,568.4,2010-11-01
4073,Current prices,B64209_SEAS,P6420,Catering,,Seasonally adjusted,bar,MONTHLY,11-2010,54.6,2010-11-01
4074,Current prices,C64209_SEAS,P6420,Catering,,Seasonally adjusted,other,MONTHLY,11-2010,72.8,2010-11-01
4075,Current prices,D64209_SEAS,P6420,Catering,,Seasonally adjusted,total,MONTHLY,11-2010,695.8,2010-11-01
4076,Current prices,A64200_SEAS,P6420,Total industry,,Seasonally adjusted,food,MONTHLY,11-2010,2801.4,2010-11-01
4077,Current prices,B64200_SEAS,P6420,Total industry,,Seasonally adjusted,bar,MONTHLY,11-2010,281.3,2010-11-01
4078,Current prices,C64200_SEAS,P6420,Total industry,,Seasonally adjusted,other,MONTHLY,11-2010,194.7,2010-11-01
4079,Current prices,D64200_SEAS,P6420,Total industry,,Seasonally adjusted,total,MONTHLY,11-2010,3277.4,2010-11-01
4080,Constant prices,A64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,food,MONTHLY,11-2010,1913.3,2010-11-01
4081,Constant prices,B64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,bar,MONTHLY,11-2010,310.4,2010-11-01
4082,Constant prices,C64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,other,MONTHLY,11-2010,158.4,2010-11-01
4083,Constant prices,D64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,total,MONTHLY,11-2010,2382.1,2010-11-01
4084,Constant prices,A64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,food,MONTHLY,11-2010,1138.9,2010-11-01
4085,Constant prices,B64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,bar,MONTHLY,11-2010,3.8,2010-11-01
4086,Constant prices,C64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,other,MONTHLY,11-2010,0.5,2010-11-01
4087,Constant prices,D64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,total,MONTHLY,11-2010,1143.2,2010-11-01
4088,Constant prices,A64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,food,MONTHLY,11-2010,764.9,2010-11-01
4089,Constant prices,B64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,bar,MONTHLY,11-2010,74.4,2010-11-01
4090,Constant prices,C64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,other,MONTHLY,11-2010,106.9,2010-11-01
4091,Constant prices,D64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,total,MONTHLY,11-2010,946.2,2010-11-01
4092,Constant prices,A64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,food,MONTHLY,11-2010,3817.0,2010-11-01
4093,Constant prices,B64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,bar,MONTHLY,11-2010,388.7,2010-11-01
4094,Constant prices,C64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,other,MONTHLY,11-2010,265.7,2010-11-01
4095,Constant prices,D64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,total,MONTHLY,11-2010,4471.4,2010-11-01
4096,Current prices,A64201,P6420,Restaurants and coffee shops,,Actual figures,food,MONTHLY,12-2010,1817.5,2010-12-01
4097,Current prices,B64201,P6420,Restaurants and coffee shops,,Actual figures,bar,MONTHLY,12-2010,305.0,2010-12-01
4098,Current prices,C64201,P6420,Restaurants and coffee shops,,Actual figures,other,MONTHLY,12-2010,90.3,2010-12-01
4099,Current prices,D64201,P6420,Restaurants and coffee shops,,Actual figures,total,MONTHLY,12-2010,2212.8,2010-12-01
4100,Current prices,A64203,P6420,Take-away and fast food,,Actual figures,food,MONTHLY,12-2010,1044.4,2010-12-01
4101,Current prices,B64203,P6420,Take-away and fast food,,Actual figures,bar,MONTHLY,12-2010,3.8,2010-12-01
4102,Current prices,C64203,P6420,Take-away and fast food,,Actual figures,other,MONTHLY,12-2010,0.4,2010-12-01
4103,Current prices,D64203,P6420,Take-away and fast food,,Actual figures,total,MONTHLY,12-2010,1048.6,2010-12-01
4104,Current prices,A64209,P6420,Catering,,Actual figures,food,MONTHLY,12-2010,564.6,2010-12-01
4105,Current prices,B64209,P6420,Catering,,Actual figures,bar,MONTHLY,12-2010,65.8,2010-12-01
4106,Current prices,C64209,P6420,Catering,,Actual figures,other,MONTHLY,12-2010,77.2,2010-12-01
4107,Current prices,D64209,P6420,Catering,,Actual figures,total,MONTHLY,12-2010,707.6,2010-12-01
4108,Current prices,A64200,P6420,Total industry,,Actual figures,food,MONTHLY,12-2010,3426.5,2010-12-01
4109,Current prices,B64200,P6420,Total industry,,Actual figures,bar,MONTHLY,12-2010,374.6,2010-12-01
4110,Current prices,C64200,P6420,Total industry,,Actual figures,other,MONTHLY,12-2010,167.9,2010-12-01
4111,Current prices,D64200,P6420,Total industry,,Actual figures,total,MONTHLY,12-2010,3969.0,2010-12-01
4112,Constant prices,A64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,food,MONTHLY,12-2010,2461.5,2010-12-01
4113,Constant prices,B64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,bar,MONTHLY,12-2010,419.3,2010-12-01
4114,Constant prices,C64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,other,MONTHLY,12-2010,122.2,2010-12-01
4115,Constant prices,D64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,total,MONTHLY,12-2010,3003.0,2010-12-01
4116,Constant prices,A64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,food,MONTHLY,12-2010,1414.5,2010-12-01
4117,Constant prices,B64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,bar,MONTHLY,12-2010,5.2,2010-12-01
4118,Constant prices,C64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,other,MONTHLY,12-2010,0.5,2010-12-01
4119,Constant prices,D64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,total,MONTHLY,12-2010,1420.2,2010-12-01
4120,Constant prices,A64209_CON,P6420,Catering,2015 = 100,Actual figures,food,MONTHLY,12-2010,764.7,2010-12-01
4121,Constant prices,B64209_CON,P6420,Catering,2015 = 100,Actual figures,bar,MONTHLY,12-2010,90.5,2010-12-01
4122,Constant prices,C64209_CON,P6420,Catering,2015 = 100,Actual figures,other,MONTHLY,12-2010,104.5,2010-12-01
4123,Constant prices,D64209_CON,P6420,Catering,2015 = 100,Actual figures,total,MONTHLY,12-2010,959.7,2010-12-01
4124,Constant prices,A64200_CON,P6420,Total industry,2015 = 100,Actual figures,food,MONTHLY,12-2010,4640.7,2010-12-01
4125,Constant prices,B64200_CON,P6420,Total industry,2015 = 100,Actual figures,bar,MONTHLY,12-2010,515.0,2010-12-01
4126,Constant prices,C64200_CON,P6420,Total industry,2015 = 100,Actual figures,other,MONTHLY,12-2010,227.2,2010-12-01
4127,Constant prices,D64200_CON,P6420,Total industry,2015 = 100,Actual figures,total,MONTHLY,12-2010,5382.9,2010-12-01
4128,Current prices,A64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,food,MONTHLY,12-2010,1427.4,2010-12-01
4129,Current prices,B64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,bar,MONTHLY,12-2010,229.0,2010-12-01
4130,Current prices,C64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,other,MONTHLY,12-2010,78.2,2010-12-01
4131,Current prices,D64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,total,MONTHLY,12-2010,1734.5,2010-12-01
4132,Current prices,A64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,food,MONTHLY,12-2010,834.1,2010-12-01
4133,Current prices,B64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,bar,MONTHLY,12-2010,3.0,2010-12-01
4134,Current prices,C64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,other,MONTHLY,12-2010,0.4,2010-12-01
4135,Current prices,D64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,total,MONTHLY,12-2010,837.5,2010-12-01
4136,Current prices,A64209_SEAS,P6420,Catering,,Seasonally adjusted,food,MONTHLY,12-2010,571.3,2010-12-01
4137,Current prices,B64209_SEAS,P6420,Catering,,Seasonally adjusted,bar,MONTHLY,12-2010,51.2,2010-12-01
4138,Current prices,C64209_SEAS,P6420,Catering,,Seasonally adjusted,other,MONTHLY,12-2010,72.8,2010-12-01
4139,Current prices,D64209_SEAS,P6420,Catering,,Seasonally adjusted,total,MONTHLY,12-2010,695.2,2010-12-01
4140,Current prices,A64200_SEAS,P6420,Total industry,,Seasonally adjusted,food,MONTHLY,12-2010,2832.8,2010-12-01
4141,Current prices,B64200_SEAS,P6420,Total industry,,Seasonally adjusted,bar,MONTHLY,12-2010,283.2,2010-12-01
4142,Current prices,C64200_SEAS,P6420,Total industry,,Seasonally adjusted,other,MONTHLY,12-2010,151.3,2010-12-01
4143,Current prices,D64200_SEAS,P6420,Total industry,,Seasonally adjusted,total,MONTHLY,12-2010,3267.3,2010-12-01
4144,Constant prices,A64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,food,MONTHLY,12-2010,1936.9,2010-12-01
4145,Constant prices,B64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,bar,MONTHLY,12-2010,309.8,2010-12-01
4146,Constant prices,C64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,other,MONTHLY,12-2010,105.1,2010-12-01
4147,Constant prices,D64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,total,MONTHLY,12-2010,2351.8,2010-12-01
4148,Constant prices,A64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,food,MONTHLY,12-2010,1120.2,2010-12-01
4149,Constant prices,B64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,bar,MONTHLY,12-2010,4.2,2010-12-01
4150,Constant prices,C64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,other,MONTHLY,12-2010,0.5,2010-12-01
4151,Constant prices,D64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,total,MONTHLY,12-2010,1124.9,2010-12-01
4152,Constant prices,A64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,food,MONTHLY,12-2010,779.8,2010-12-01
4153,Constant prices,B64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,bar,MONTHLY,12-2010,69.3,2010-12-01
4154,Constant prices,C64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,other,MONTHLY,12-2010,104.5,2010-12-01
4155,Constant prices,D64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,total,MONTHLY,12-2010,953.6,2010-12-01
4156,Constant prices,A64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,food,MONTHLY,12-2010,3836.9,2010-12-01
4157,Constant prices,B64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,bar,MONTHLY,12-2010,383.3,2010-12-01
4158,Constant prices,C64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,other,MONTHLY,12-2010,210.1,2010-12-01
4159,Constant prices,D64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,total,MONTHLY,12-2010,4430.3,2010-12-01
4160,Current prices,A64201,P6420,Restaurants and coffee shops,,Actual figures,food,MONTHLY,01-2011,1416.2,2011-01-01
4161,Current prices,B64201,P6420,Restaurants and coffee shops,,Actual figures,bar,MONTHLY,01-2011,222.8,2011-01-01
4162,Current prices,C64201,P6420,Restaurants and coffee shops,,Actual figures,other,MONTHLY,01-2011,100.8,2011-01-01
4163,Current prices,D64201,P6420,Restaurants and coffee shops,,Actual figures,total,MONTHLY,01-2011,1739.8,2011-01-01
4164,Current prices,A64203,P6420,Take-away and fast food,,Actual figures,food,MONTHLY,01-2011,836.6,2011-01-01
4165,Current prices,B64203,P6420,Take-away and fast food,,Actual figures,bar,MONTHLY,01-2011,2.7,2011-01-01
4166,Current prices,C64203,P6420,Take-away and fast food,,Actual figures,other,MONTHLY,01-2011,0.3,2011-01-01
4167,Current prices,D64203,P6420,Take-away and fast food,,Actual figures,total,MONTHLY,01-2011,839.6,2011-01-01
4168,Current prices,A64209,P6420,Catering,,Actual figures,food,MONTHLY,01-2011,470.7,2011-01-01
4169,Current prices,B64209,P6420,Catering,,Actual figures,bar,MONTHLY,01-2011,42.6,2011-01-01
4170,Current prices,C64209,P6420,Catering,,Actual figures,other,MONTHLY,01-2011,74.9,2011-01-01
4171,Current prices,D64209,P6420,Catering,,Actual figures,total,MONTHLY,01-2011,588.2,2011-01-01
4172,Current prices,A64200,P6420,Total industry,,Actual figures,food,MONTHLY,01-2011,2723.5,2011-01-01
4173,Current prices,B64200,P6420,Total industry,,Actual figures,bar,MONTHLY,01-2011,268.1,2011-01-01
4174,Current prices,C64200,P6420,Total industry,,Actual figures,other,MONTHLY,01-2011,176.0,2011-01-01
4175,Current prices,D64200,P6420,Total industry,,Actual figures,total,MONTHLY,01-2011,3167.6,2011-01-01
4176,Constant prices,A64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,food,MONTHLY,01-2011,1910.9,2011-01-01
4177,Constant prices,B64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,bar,MONTHLY,01-2011,304.0,2011-01-01
4178,Constant prices,C64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,other,MONTHLY,01-2011,135.8,2011-01-01
4179,Constant prices,D64201_CON,P6420,Restaurants and coffee shops,2015 = 100,Actual figures,total,MONTHLY,01-2011,2350.7,2011-01-01
4180,Constant prices,A64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,food,MONTHLY,01-2011,1128.8,2011-01-01
4181,Constant prices,B64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,bar,MONTHLY,01-2011,3.7,2011-01-01
4182,Constant prices,C64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,other,MONTHLY,01-2011,0.4,2011-01-01
4183,Constant prices,D64203_CON,P6420,Take-away and fast food,2015 = 100,Actual figures,total,MONTHLY,01-2011,1132.9,2011-01-01
4184,Constant prices,A64209_CON,P6420,Catering,2015 = 100,Actual figures,food,MONTHLY,01-2011,635.1,2011-01-01
4185,Constant prices,B64209_CON,P6420,Catering,2015 = 100,Actual figures,bar,MONTHLY,01-2011,58.1,2011-01-01
4186,Constant prices,C64209_CON,P6420,Catering,2015 = 100,Actual figures,other,MONTHLY,01-2011,100.9,2011-01-01
4187,Constant prices,D64209_CON,P6420,Catering,2015 = 100,Actual figures,total,MONTHLY,01-2011,794.1,2011-01-01
4188,Constant prices,A64200_CON,P6420,Total industry,2015 = 100,Actual figures,food,MONTHLY,01-2011,3674.8,2011-01-01
4189,Constant prices,B64200_CON,P6420,Total industry,2015 = 100,Actual figures,bar,MONTHLY,01-2011,365.8,2011-01-01
4190,Constant prices,C64200_CON,P6420,Total industry,2015 = 100,Actual figures,other,MONTHLY,01-2011,237.1,2011-01-01
4191,Constant prices,D64200_CON,P6420,Total industry,2015 = 100,Actual figures,total,MONTHLY,01-2011,4277.7,2011-01-01
4192,Current prices,A64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,food,MONTHLY,01-2011,1432.8,2011-01-01
4193,Current prices,B64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,bar,MONTHLY,01-2011,218.8,2011-01-01
4194,Current prices,C64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,other,MONTHLY,01-2011,112.0,2011-01-01
4195,Current prices,D64201_SEAS,P6420,Restaurants and coffee shops,,Seasonally adjusted,total,MONTHLY,01-2011,1763.6,2011-01-01
4196,Current prices,A64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,food,MONTHLY,01-2011,867.7,2011-01-01
4197,Current prices,B64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,bar,MONTHLY,01-2011,2.8,2011-01-01
4198,Current prices,C64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,other,MONTHLY,01-2011,0.3,2011-01-01
4199,Current prices,D64203_SEAS,P6420,Take-away and fast food,,Seasonally adjusted,total,MONTHLY,01-2011,870.9,2011-01-01
4200,Current prices,A64209_SEAS,P6420,Catering,,Seasonally adjusted,food,MONTHLY,01-2011,546.0,2011-01-01
4201,Current prices,B64209_SEAS,P6420,Catering,,Seasonally adjusted,bar,MONTHLY,01-2011,46.7,2011-01-01
4202,Current prices,C64209_SEAS,P6420,Catering,,Seasonally adjusted,other,MONTHLY,01-2011,81.1,2011-01-01
4203,Current prices,D64209_SEAS,P6420,Catering,,Seasonally adjusted,total,MONTHLY,01-2011,673.7,2011-01-01
4204,Current prices,A64200_SEAS,P6420,Total industry,,Seasonally adjusted,food,MONTHLY,01-2011,2846.5,2011-01-01
4205,Current prices,B64200_SEAS,P6420,Total industry,,Seasonally adjusted,bar,MONTHLY,01-2011,268.3,2011-01-01
4206,Current prices,C64200_SEAS,P6420,Total industry,,Seasonally adjusted,other,MONTHLY,01-2011,193.4,2011-01-01
4207,Current prices,D64200_SEAS,P6420,Total industry,,Seasonally adjusted,total,MONTHLY,01-2011,3308.2,2011-01-01
4208,Constant prices,A64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,food,MONTHLY,01-2011,1939.1,2011-01-01
4209,Constant prices,B64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,bar,MONTHLY,01-2011,293.2,2011-01-01
4210,Constant prices,C64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,other,MONTHLY,01-2011,143.4,2011-01-01
4211,Constant prices,D64201_CON_D11,P6420,Restaurants and coffee shops,2015 = 100,Seasonally adjusted,total,MONTHLY,01-2011,2375.6,2011-01-01
4212,Constant prices,A64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,food,MONTHLY,01-2011,1169.3,2011-01-01
4213,Constant prices,B64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,bar,MONTHLY,01-2011,3.8,2011-01-01
4214,Constant prices,C64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,other,MONTHLY,01-2011,0.4,2011-01-01
4215,Constant prices,D64203_CON_D11,P6420,Take-away and fast food,2015 = 100,Seasonally adjusted,total,MONTHLY,01-2011,1173.5,2011-01-01
4216,Constant prices,A64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,food,MONTHLY,01-2011,743.2,2011-01-01
4217,Constant prices,B64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,bar,MONTHLY,01-2011,63.0,2011-01-01
4218,Constant prices,C64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,other,MONTHLY,01-2011,100.9,2011-01-01
4219,Constant prices,D64209_CON_D11,P6420,Catering,2015 = 100,Seasonally adjusted,total,MONTHLY,01-2011,907.1,2011-01-01
4220,Constant prices,A64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,food,MONTHLY,01-2011,3851.6,2011-01-01
4221,Constant prices,B64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,bar,MONTHLY,01-2011,359.9,2011-01-01
4222,Constant prices,C64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,other,MONTHLY,01-2011,244.7,2011-01-01
4223,Constant prices,D64200_CON_D11,P6420,Total industry,2015 = 100,Seasonally adjusted,total,MONTHLY,01-2011,4456.2,2011-01-01
4224,Current prices,A64201,P6420,Restaurants and coffee shops,,Actual figures,food,MONTHLY,02-2011,1331.6,2011-02-01
4225,Current prices,B64201,P6420,Restaurants and coffee shops,,Actual figures,bar,MONTHLY,02-2011,211.2,2011-02-01
4226,Current prices,C64201,P6420,Restaurants and coffee shops,,Actual figures,other,MONTHLY,02-2011,55.9,2011-02-01
4227,Current prices,D64201,P6420,Restaurants and coffee shops,,Actual figures,total,MONTHLY,02-2011,1598.7,2011-02-01
4228,Current prices,A64203,P6420,Take-away and fast food,,Actual figures,food,MONTHLY,02-2011,784.2,2011-02-01
4229,Current prices,B64203,P6420,Take-away and fast food,,Actual figures,bar,MONTHLY,02-2011,2.8,2011-02-01
4230,Current prices,C64203,P6420,Take-away and fast food,,Actual figures,other,MONTHLY,02-2011,0.3,2011-02-01
4231,Current prices,D64203,P6420,Take-away and fast food,,Actual figures,total,MONTHLY,02-2011,787.3,2011-02-01
